,document,topic,distr
286,2002\15_main_body.txt,0,"[9.99999996e-01 3.42650753e-39 4.26458723e-39 3.34771235e-39
 3.27167654e-39 3.83709335e-39 5.05760773e-39 3.89431066e-39
 3.88556628e-39 4.18751508e-39 3.61181474e-39 1.21495572e-40]"
287,2002\16_main_body.txt,0,"[9.59452286e-01 3.09370319e-17 3.76404477e-17 2.90963717e-17
 2.95855789e-17 3.65227003e-17 4.26831360e-17 3.17647561e-17
 3.41918665e-17 3.85609212e-17 3.03640901e-17 3.62530003e-19]"
288,2002\17_main_body.txt,0,"[9.99999998e-01 2.32548383e-38 2.81217173e-38 2.08220312e-38
 2.13252373e-38 2.63601058e-38 3.12147811e-38 2.26983517e-38
 2.42379211e-38 2.91844119e-38 2.20469664e-38 2.80531761e-38]"
289,2002\18_main_body.txt,-1,"[0.06636509 0.0396594  0.05498425 0.03771399 0.03668862 0.044585
 0.06724782 0.0433298  0.04438922 0.0531769  0.0412933  0.05685194]"
290,2002\19_main_body.txt,0,"[9.35360629e-01 2.83500121e-09 3.48193661e-09 2.87513056e-09
 2.79278306e-09 3.22783551e-09 4.22281889e-09 3.29700411e-09
 3.29002725e-09 3.40618592e-09 3.04034312e-09 3.04631540e-11]"
291,2002\20_main_body.txt,0,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
292,2002\22_main_body.txt,0,"[9.02893846e-01 7.72987238e-05 9.36196568e-05 7.16619265e-05
 7.33049064e-05 9.14212704e-05 1.03983378e-04 7.81907154e-05
 8.45601734e-05 9.68924798e-05 7.49849450e-05 9.22675734e-07]"
293,2002\23_main_body.txt,0,"[9.27275449e-01 4.42614299e-08 5.22494388e-08 4.62297987e-08
 4.45356825e-08 5.02253492e-08 5.90506633e-08 5.47203981e-08
 5.31894091e-08 5.13970506e-08 4.86735631e-08 4.58478877e-10]"
294,2002\24_main_body.txt,-1,"[1.21964210e-01 5.85319250e-02 6.81790805e-02 5.66482273e-02
 5.81573449e-02 7.37897126e-02 7.20986611e-02 6.47246295e-02
 7.05266839e-02 7.16842008e-02 5.93119289e-02 8.65384257e-07]"
295,2002\25_main_body.txt,0,"[9.99999996e-01 4.08675782e-12 4.79250052e-12 4.26326964e-12
 4.11878810e-12 4.63212404e-12 5.43982107e-12 4.99290931e-12
 4.87689333e-12 4.72179832e-12 4.46269182e-12 1.19717693e-12]"
296,2002\26_main_body.txt,0,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
297,2002\27_main_body.txt,0,"[9.16449915e-01 2.39016564e-06 2.82472135e-06 2.41624969e-06
 2.38641728e-06 2.74755366e-06 3.35529588e-06 2.69414832e-06
 2.75283814e-06 2.80476011e-06 2.49758833e-06 2.55852213e-08]"
298,2002\28_main_body.txt,-1,"[1.06624771e-01 6.16377674e-02 6.98511815e-02 5.66614048e-02
 6.01199516e-02 8.36447348e-02 6.77700389e-02 6.27161800e-02
 7.25654464e-02 7.72051045e-02 5.90859716e-02 3.35233898e-07]"
299,2002\2_main_body.txt,2,"[0.00378687 0.01034433 0.63563357 0.00822481 0.00793127 0.00935958
 0.00759684 0.00866631 0.00902398 0.03050213 0.00956516 0.00256008]"
300,2002\31_main_body.txt,-1,"[0.09197963 0.0443018  0.05551378 0.04593511 0.04426103 0.05283219
 0.06012735 0.0496618  0.05400275 0.05441092 0.04641819 0.05711825]"
301,2002\32_main_body.txt,-1,"[0.07448067 0.04381908 0.04910215 0.0400492  0.04272425 0.06081899
 0.04674585 0.04420105 0.05184965 0.05477401 0.04173212 0.0900594 ]"
302,2002\33_main_body.txt,-1,"[0.13294271 0.05372001 0.06604477 0.05265592 0.05204728 0.06154359
 0.07981317 0.059421   0.06085062 0.06554492 0.05571274 0.00495963]"
303,2002\34_main_body.txt,0,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
304,2002\35_main_body.txt,0,"[9.61064727e-01 1.94296899e-18 2.31033610e-18 2.00856108e-18
 1.98509472e-18 2.47874634e-18 2.42251495e-18 2.33366071e-18
 2.59058088e-18 2.36780328e-18 2.06751682e-18 2.32487157e-20]"
305,2002\36_main_body.txt,0,"[9.99999996e-01 1.34325004e-11 1.53655981e-11 1.36769541e-11
 1.37715972e-11 1.65187902e-11 1.68840326e-11 1.53057572e-11
 1.65205039e-11 1.56686318e-11 1.39113002e-11 4.93616374e-12]"
306,2002\37_main_body.txt,5,"[1.46607624e-06 3.34648235e-05 4.65991099e-06 1.20634900e-05
 1.49326847e-05 8.73604444e-01 2.57529921e-06 1.27117287e-05
 1.66477886e-05 5.72621578e-06 4.87799368e-06 1.03575750e-06]"
307,2002\40_main_body.txt,0,"[9.80280024e-01 8.28567478e-40 9.80718783e-40 7.97665356e-40
 8.20698620e-40 1.07929067e-39 1.00804729e-39 8.97323001e-40
 1.01065315e-39 1.04117755e-39 8.29853789e-40 1.21863651e-41]"
308,2002\41_main_body.txt,6,"[0.02940646 0.033326   0.06037795 0.03101018 0.02918857 0.03397801
 0.11976903 0.03430032 0.0346029  0.0467799  0.03465712 0.02093665]"
309,2002\42_main_body.txt,0,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
310,2002\44_main_body.txt,0,"[9.95394501e-01 3.79040069e-04 4.39944671e-04 3.89040272e-04
 3.80915797e-04 4.27414336e-04 5.13239144e-04 4.35629209e-04
 4.35230731e-04 4.34765450e-04 4.01615812e-04 3.68660537e-04]"
311,2002\45_main_body.txt,0,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
312,2002\46_main_body.txt,0,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
313,2002\47_main_body.txt,0,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
314,2002\48_main_body.txt,0,"[9.99999997e-01 6.28502789e-26 7.21659727e-26 6.62870547e-26
 6.42675268e-26 7.11971618e-26 8.25485631e-26 7.49404096e-26
 7.41078336e-26 7.12307074e-26 6.77831648e-26 4.90692210e-26]"
315,2002\49_main_body.txt,0,"[8.74678746e-01 1.17389510e-03 1.43282166e-03 1.23947347e-03
 1.19927365e-03 1.46144640e-03 1.50727249e-03 1.51346904e-03
 1.58083017e-03 1.44499030e-03 1.30757819e-03 1.41573538e-05]"
316,2002\4_main_body.txt,-1,"[8.33678967e-02 5.89273454e-02 6.92542945e-02 6.12260826e-02
 5.95338424e-02 7.85090731e-02 5.92868033e-02 7.63264081e-02
 9.33904985e-02 7.41177877e-02 6.70346731e-02 4.37529585e-08]"
317,2002\50_main_body.txt,0,"[9.99999996e-01 4.78806486e-71 5.58833141e-71 4.87369001e-71
 4.78748416e-71 5.41614565e-71 6.57555368e-71 5.45129804e-71
 5.48032472e-71 5.53083145e-71 5.04083119e-71 1.40399314e-71]"
318,2002\51_main_body.txt,0,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
319,2002\52_main_body.txt,0,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
320,2002\54_main_body.txt,0,"[9.99999997e-01 1.10027784e-13 1.27188522e-13 1.15369773e-13
 1.11805597e-13 1.23732560e-13 1.46910262e-13 1.29752998e-13
 1.28139344e-13 1.25118905e-13 1.18423164e-13 8.50936885e-14]"
321,2002\5_main_body.txt,-1,"[3.02499462e-31 6.90018211e-02 6.91442818e-24 7.63861583e-02
 7.57135043e-02 9.69578545e-02 6.85949474e-28 9.27388049e-02
 1.82867823e-01 7.50031424e-24 2.34569580e-23 2.51213475e-32]"
322,2002\7_main_body.txt,-1,"[9.35059370e-27 7.33519069e-02 2.40655071e-19 8.19989856e-02
 8.14899501e-02 9.61756635e-02 2.29159509e-23 9.33467016e-02
 1.64753769e-01 2.64951130e-19 9.09107649e-19 7.90390078e-28]"
323,2002\8_main_body.txt,2,"[9.73178028e-05 2.06751223e-04 8.35345881e-01 1.99759768e-04
 1.83920584e-04 2.16133261e-04 1.82819411e-04 2.21933677e-04
 2.30234330e-04 4.85233718e-04 2.32783930e-04 6.10024464e-05]"
324,2002\9_main_body.txt,0,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
325,2003\0_main_body.txt,1,"[6.42166664e-11 9.20042587e-01 1.43722545e-10 2.13941000e-10
 2.60207189e-10 4.02629845e-10 9.07462506e-11 2.00771660e-10
 2.25241371e-10 1.70655799e-10 1.52407828e-10 5.09516536e-11]"
326,2003\11_main_body.txt,0,"[9.99999995e-01 9.79780627e-11 1.13743084e-10 9.67794657e-11
 9.67537267e-11 1.13087428e-10 1.29831600e-10 1.09975420e-10
 1.12541553e-10 1.14865361e-10 1.01043352e-10 3.30020885e-11]"
327,2003\12_main_body.txt,0,"[9.99999996e-01 2.47672153e-23 2.97299614e-23 2.60849213e-23
 2.50568266e-23 2.88622266e-23 3.25581302e-23 3.21603273e-23
 3.11984947e-23 2.93959100e-23 2.78339366e-23 8.86893515e-25]"
328,2003\13_main_body.txt,0,"[9.28080855e-01 6.80175074e-08 8.19754094e-08 6.61909064e-08
 6.72838115e-08 8.52598009e-08 8.91679437e-08 7.41607234e-08
 8.13730167e-08 8.50934861e-08 6.87294026e-08 9.12228377e-10]"
329,2003\16_main_body.txt,0,"[9.08821450e-01 1.99849239e-05 2.39168450e-05 1.93657921e-05
 1.93250011e-05 2.29319408e-05 2.81265556e-05 2.19466059e-05
 2.25606316e-05 2.40699659e-05 2.04187556e-05 2.28377538e-07]"
330,2003\17_main_body.txt,0,"[0.97062949 0.00241011 0.00282271 0.00248338 0.00241155 0.0026953
 0.0033053  0.00280712 0.0027712  0.00277028 0.00258029 0.00231327]"
331,2003\18_main_body.txt,0,"[9.99991501e-01 7.00077613e-07 8.13947969e-07 7.22585318e-07
 7.01342403e-07 7.80546184e-07 9.47642653e-07 8.15390410e-07
 8.05208703e-07 7.99803923e-07 7.47446534e-07 6.62852150e-07]"
332,2003\19_main_body.txt,0,"[9.93142004e-01 5.64556795e-04 6.58736850e-04 5.77927719e-04
 5.64172868e-04 6.32592388e-04 7.71819142e-04 6.49484154e-04
 6.45192802e-04 6.48796969e-04 5.99391963e-04 5.45321338e-04]"
333,2003\1_main_body.txt,0,"[8.90021087e-01 4.43274814e-04 5.22027318e-04 4.22544812e-04
 4.30109397e-04 5.29170600e-04 5.80465069e-04 4.77289732e-04
 5.06743122e-04 5.39936348e-04 4.43945243e-04 5.77407029e-06]"
334,2003\22_main_body.txt,6,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
335,2003\23_main_body.txt,0,"[9.99999996e-01 2.20886722e-62 2.71533017e-62 2.17577323e-62
 2.12708058e-62 2.48578938e-62 3.19853030e-62 2.53506773e-62
 2.52654019e-62 2.67464480e-62 2.33604597e-62 7.84860973e-64]"
336,2003\24_main_body.txt,1,"[1.89993354e-10 9.99999994e-01 3.57826534e-10 4.35817022e-10
 5.03190595e-10 6.69816508e-10 2.38104875e-10 4.10727259e-10
 4.52007223e-10 4.21303429e-10 3.69297662e-10 1.65087837e-10]"
337,2003\25_main_body.txt,6,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
338,2003\26_main_body.txt,0,"[9.94237509e-001 1.41511756e-146 1.68281709e-146 1.42880484e-146
 1.40052068e-146 1.60843235e-146 1.98056822e-146 1.63498584e-146
 1.63304519e-146 1.66503964e-146 1.50088836e-146 1.51745017e-148]"
339,2003\27_main_body.txt,0,"[9.83851030e-01 1.30697621e-49 1.67437590e-49 1.27630892e-49
 1.24079766e-49 1.46535145e-49 1.98293331e-49 1.49561467e-49
 1.48982672e-49 1.63152349e-49 1.39158554e-49 1.43119581e-51]"
340,2003\28_main_body.txt,-1,"[8.25788419e-02 6.07758285e-02 1.04516563e-01 5.98702784e-02
 5.55282229e-02 6.46000639e-02 1.14949998e-01 6.64380948e-02
 6.75005912e-02 8.47150295e-02 6.58490503e-02 1.71179506e-71]"
341,2003\31_main_body.txt,0,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
342,2003\33_main_body.txt,0,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
343,2003\34_main_body.txt,0,"[8.95192601e-01 2.32110767e-04 2.71004070e-04 2.21878612e-04
 2.27344622e-04 2.77954588e-04 3.03389681e-04 2.43229098e-04
 2.61962658e-04 2.79289099e-04 2.29297939e-04 2.81769620e-06]"
344,2003\35_main_body.txt,5,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]
345,2003\36_main_body.txt,5,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]
346,2003\37_main_body.txt,2,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
347,2003\38_main_body.txt,2,"[1.19749077e-07 2.76229228e-07 8.93323526e-01 2.51012791e-07
 2.34206019e-07 2.74970894e-07 2.37633563e-07 2.72943519e-07
 2.82845421e-07 6.94666905e-07 2.93799710e-07 7.70864147e-08]"
348,2003\39_main_body.txt,2,"[6.27445681e-04 1.47299094e-03 7.83453909e-01 1.34708729e-03
 1.24857702e-03 1.44781769e-03 1.27198366e-03 1.46729234e-03
 1.49901951e-03 3.65848922e-03 1.60125370e-03 4.06612447e-04]"
349,2003\3_main_body.txt,0,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
350,2003\40_main_body.txt,-1,"[8.81431852e-02 5.81583586e-02 9.07087458e-02 5.93396326e-02
 5.50724459e-02 6.47744067e-02 9.30592736e-02 6.56900639e-02
 6.79363296e-02 7.95793709e-02 6.39321123e-02 1.44363561e-09]"
351,2003\41_main_body.txt,2,"[0.00388484 0.0091281  0.63794291 0.00789253 0.00747363 0.00875672
 0.00850396 0.00856336 0.00879786 0.02359579 0.0091571  0.00253092]"
352,2003\42_main_body.txt,2,"[0.00963602 0.02152689 0.46260751 0.01914744 0.0180195  0.02107128
 0.02180109 0.02102656 0.02142434 0.05338157 0.02221858 0.00618555]"
353,2003\43_main_body.txt,-1,"[3.36277645e-39 5.94860129e-02 8.06552658e-32 7.69215500e-02
 6.81785620e-02 7.40306235e-02 8.14918811e-36 1.12831981e-01
 2.05287748e-01 8.39168048e-32 3.19555395e-31 2.72127992e-40]"
354,2003\44_main_body.txt,2,"[2.50255577e-08 6.68467865e-08 8.98643027e-01 5.53923637e-08
 5.25477772e-08 6.08796352e-08 5.16195964e-08 5.89502123e-08
 6.03345202e-08 1.79901376e-07 6.58817649e-08 1.68649278e-08]"
355,2003\45_main_body.txt,0,"[9.16410737e-01 2.75082503e-06 3.30277406e-06 2.62107139e-06
 2.63865188e-06 3.17905562e-06 3.85458950e-06 2.93699702e-06
 3.06728061e-06 3.35205999e-06 2.76216270e-06 3.24356461e-08]"
356,2003\46_main_body.txt,-1,"[3.70317716e-14 9.72917325e-02 1.04176454e-06 8.14731973e-02
 9.75312267e-02 1.21855512e-01 9.56179792e-11 7.75203579e-02
 1.00753533e-01 1.20027899e-06 3.71574521e-06 3.19393970e-15]"
357,2003\47_main_body.txt,0,"[9.57152101e-01 2.28748410e-16 2.63588168e-16 2.33577013e-16
 2.34655209e-16 2.86186452e-16 2.85790962e-16 2.62630930e-16
 2.88119822e-16 2.69697906e-16 2.37454265e-16 2.74077071e-18]"
358,2003\48_main_body.txt,0,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
359,2003\49_main_body.txt,5,"[7.95704186e-05 1.90237686e-03 2.58617195e-04 6.68357857e-04
 8.32010744e-04 8.25291247e-01 1.41703032e-04 6.98785123e-04
 9.07963112e-04 3.20602989e-04 2.70173488e-04 5.54016174e-05]"
360,2003\4_main_body.txt,-1,"[0.        0.4616811 0.        0.        0.        0.2639058 0.
 0.        0.        0.        0.        0.       ]"
361,2003\50_main_body.txt,0,"[9.80280024e-01 5.34431197e-40 6.41569579e-40 5.32780986e-40
 5.35760383e-40 6.69299606e-40 7.03153903e-40 5.97778814e-40
 6.56354303e-40 6.58147478e-40 5.47853498e-40 6.65546587e-42]"
362,2003\5_main_body.txt,-1,"[2.99712367e-12 1.30608995e-01 1.09266779e-01 7.22350457e-02
 7.58649842e-02 9.32006868e-02 7.23969896e-08 7.42592696e-02
 8.00310934e-02 1.75190689e-01 8.21790872e-02 1.90791484e-13]"
363,2003\6_main_body.txt,0,"[9.70288574e-01 3.41592812e-25 4.14003829e-25 3.44927158e-25
 3.40448281e-25 4.20669759e-25 4.23841531e-25 4.26973984e-25
 4.40752792e-25 4.25119895e-25 3.73183026e-25 4.49189739e-27]"
364,2003\7_main_body.txt,-1,"[1.61063625e-01 5.79390721e-02 6.80228406e-02 5.86907892e-02
 5.77390414e-02 6.62694403e-02 7.86969689e-02 6.72908918e-02
 6.73765831e-02 6.76966565e-02 6.14025318e-02 1.47455527e-24]"
365,2003\8_main_body.txt,0,"[9.90262685e-01 8.09862800e-04 9.35719722e-04 8.59472357e-04
 8.37657598e-04 9.68351581e-04 1.03029564e-03 1.02215609e-03
 1.03160371e-03 9.39078242e-04 8.87189414e-04 4.15923525e-04]"
366,2004\0_main_body.txt,0,"[9.85413200e-01 2.62150846e-55 3.34666124e-55 2.49160601e-55
 2.44870194e-55 2.91382510e-55 4.03706801e-55 2.86083987e-55
 2.89272477e-55 3.28742575e-55 2.70115454e-55 2.85545689e-57]"
367,2004\10_main_body.txt,-1,"[6.40993046e-02 6.59504424e-02 8.70309449e-02 6.01325930e-02
 5.81748950e-02 7.28871518e-02 5.83346558e-02 6.40303396e-02
 7.09919755e-02 9.61135465e-02 6.77944017e-02 2.18559180e-05]"
368,2004\12_main_body.txt,2,"[0.0112962  0.02568332 0.41939996 0.02348329 0.02194425 0.02553396
 0.02291134 0.02494808 0.02592886 0.06117416 0.02683409 0.00710095]"
369,2004\13_main_body.txt,0,"[9.16127897e-01 3.86142522e-06 4.94066346e-06 3.98347688e-06
 3.86608081e-06 4.78112115e-06 5.18350322e-06 4.69200611e-06
 4.97575384e-06 4.95256628e-06 4.24438496e-06 4.59895434e-08]"
370,2004\14_main_body.txt,0,"[0.27465112 0.05881655 0.06961217 0.05566166 0.05666671 0.06940444
 0.07860777 0.06211374 0.06597413 0.07169988 0.05838176 0.07841005]"
371,2004\15_main_body.txt,-1,"[0.0855928  0.04194564 0.05213429 0.0448831  0.04280225 0.05082424
 0.05604239 0.05211778 0.0543672  0.05133068 0.04677159 0.05973773]"
372,2004\16_main_body.txt,-1,"[0.07200459 0.06219552 0.06183245 0.05302316 0.05944339 0.10933149
 0.0523465  0.05795456 0.07338302 0.07668968 0.05619189 0.00889267]"
373,2004\17_main_body.txt,0,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
374,2004\18_main_body.txt,-1,"[1.16955692e-01 5.90526526e-02 7.38281758e-02 6.28368989e-02
 5.98666523e-02 7.27459543e-02 7.28648719e-02 7.08210824e-02
 7.78901645e-02 7.32611465e-02 6.47177881e-02 8.17113610e-18]"
375,2004\19_main_body.txt,0,"[9.34894583e-01 3.29365906e-09 3.84477431e-09 3.14052249e-09
 3.22173854e-09 3.93706539e-09 4.29895341e-09 3.42384056e-09
 3.69491583e-09 3.96130289e-09 3.23985665e-09 3.92887307e-11]"
376,2004\1_main_body.txt,0,"[0.179058   0.05913591 0.07386799 0.05597547 0.0554542  0.06613252
 0.08879948 0.06363383 0.06486505 0.07336769 0.0601323  0.00065398]"
377,2004\20_main_body.txt,-1,"[0.09153592 0.0462132  0.04755669 0.04482496 0.04813472 0.06301979
 0.0445748  0.04669077 0.05696193 0.05086563 0.04438408 0.06021521]"
378,2004\21_main_body.txt,0,"[9.18692016e-01 1.33581981e-06 1.59991884e-06 1.33578093e-06
 1.32173424e-06 1.54594355e-06 1.89472685e-06 1.50796587e-06
 1.54292286e-06 1.59412399e-06 1.39649028e-06 1.49351930e-08]"
379,2004\22_main_body.txt,0,"[9.99999996e-01 5.85065702e-29 7.38607134e-29 5.77093149e-29
 5.59944595e-29 6.55956562e-29 8.79393550e-29 6.77393242e-29
 6.71468499e-29 7.20043555e-29 6.25660718e-29 4.71021378e-30]"
380,2004\24_main_body.txt,0,"[9.99999996e-01 5.69659625e-16 6.61476007e-16 5.67100227e-16
 5.64730738e-16 6.56023741e-16 7.58072060e-16 6.45118070e-16
 6.57074070e-16 6.65781415e-16 5.91083981e-16 1.88943174e-16]"
381,2004\26_main_body.txt,0,"[9.99999987e-01 8.90581488e-10 1.04820182e-09 9.15141694e-10
 8.87443835e-10 9.96042861e-10 1.23317111e-09 1.04142886e-09
 1.02785139e-09 1.02845065e-09 9.52975030e-10 8.58417949e-10]"
382,2004\27_main_body.txt,0,"[9.99999996e-01 5.34985747e-16 6.24144942e-16 5.25347459e-16
 5.26538236e-16 6.20281257e-16 7.14607936e-16 5.95834013e-16
 6.13269385e-16 6.31761702e-16 5.49262507e-16 1.84022242e-16]"
383,2004\29_main_body.txt,-1,"[1.34907009e-01 5.51179933e-02 6.74789364e-02 5.56312939e-02
 5.46330686e-02 6.53576884e-02 7.72723469e-02 6.55422787e-02
 6.66965746e-02 6.75934287e-02 5.90797452e-02 8.15473372e-06]"
384,2004\2_main_body.txt,0,"[0.99763403 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
385,2004\30_main_body.txt,0,"[9.99999996e-01 4.68024337e-60 5.52108771e-60 4.53756850e-60
 4.57679957e-60 5.46232137e-60 6.39902826e-60 5.05028427e-60
 5.29191307e-60 5.59872727e-60 4.72679669e-60 1.62996954e-60]"
386,2004\31_main_body.txt,0,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
387,2004\33_main_body.txt,0,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
388,2004\34_main_body.txt,0,"[9.99997262e-01 2.35373124e-07 2.75373967e-07 2.45537306e-07
 2.37382888e-07 2.66213442e-07 3.14916323e-07 2.84886717e-07
 2.79130460e-07 2.71167706e-07 2.55860017e-07 6.83828302e-08]"
389,2004\35_main_body.txt,0,"[9.96979239e-01 2.47756051e-04 2.89210074e-04 2.53885667e-04
 2.48557855e-04 2.80217322e-04 3.39902328e-04 2.84739471e-04
 2.85094259e-04 2.85747895e-04 2.62383267e-04 2.43264411e-04]"
390,2004\36_main_body.txt,0,"[9.99999938e-01 4.94499254e-09 5.67007654e-09 5.19236574e-09
 5.05180745e-09 5.60513314e-09 6.51915625e-09 5.81825491e-09
 5.79558553e-09 5.60296328e-09 5.29596571e-09 2.92566502e-09]"
391,2004\37_main_body.txt,0,"[9.99999997e-01 3.67822443e-21 4.24573864e-21 3.85134571e-21
 3.73808949e-21 4.13713441e-21 4.90485174e-21 4.31852892e-21
 4.27269141e-21 4.17975040e-21 3.94956843e-21 2.84464487e-21]"
392,2004\38_main_body.txt,0,"[9.43787021e-01 2.88983844e-11 3.39160080e-11 2.85141131e-11
 2.89694426e-11 3.64385010e-11 3.61229918e-11 3.30024843e-11
 3.57405915e-11 3.53624239e-11 2.98358847e-11 4.25495556e-13]"
393,2004\3_main_body.txt,0,"[0.99763403 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]"
394,2004\41_main_body.txt,0,"[9.19274825e-01 9.17199144e-07 1.13500153e-06 8.99996176e-07
 8.79452227e-07 1.02899189e-06 1.34301641e-06 1.04736873e-06
 1.04385199e-06 1.11551371e-06 9.68919368e-07 9.96347185e-09]"
395,2004\42_main_body.txt,-1,"[1.44475209e-01 5.59094273e-02 6.62429364e-02 6.01951477e-02
 5.74221839e-02 6.57842552e-02 7.02572611e-02 7.63951686e-02
 7.32386421e-02 6.57108598e-02 6.41084763e-02 1.10736869e-14]"
396,2004\43_main_body.txt,0,"[9.99975238e-01 2.03389315e-06 2.46088641e-06 2.05665725e-06
 2.03264646e-06 2.51046702e-06 2.54898460e-06 2.52749829e-06
 2.61543078e-06 2.52604300e-06 2.21372505e-06 1.23193343e-06]"
397,2004\45_main_body.txt,-1,"[0.08855074 0.04216231 0.04949247 0.04493235 0.04367954 0.05444767
 0.0487291  0.05577905 0.06197897 0.05097873 0.04718347 0.06566804]"
398,2004\46_main_body.txt,-1,"[1.40445667e-01 5.62805703e-02 6.77610031e-02 5.48229170e-02
 5.45614285e-02 6.51378214e-02 7.79075383e-02 6.32319435e-02
 6.46590684e-02 6.82833043e-02 5.82425490e-02 3.79074235e-06]"
399,2004\47_main_body.txt,0,"[9.80280024e-01 8.50066000e-40 9.95752402e-40 8.14824204e-40
 8.42888736e-40 1.12115958e-39 1.00702232e-39 9.14077120e-40
 1.03908241e-39 1.06399361e-39 8.47269546e-40 1.26582382e-41]"
400,2004\4_main_body.txt,0,"[0.24758814 0.0598042  0.07548311 0.05795397 0.05765015 0.07009549
 0.08911112 0.06440208 0.06795094 0.07543146 0.0610845  0.07344484]"
401,2004\6_main_body.txt,-1,"[0.11383224 0.04367212 0.05306645 0.04160475 0.04159742 0.04960356
 0.06390046 0.04646075 0.04810937 0.05326    0.04393006 0.06461401]"
402,2004\7_main_body.txt,2,"[0.01906173 0.03803434 0.22503481 0.04013394 0.0362217  0.04257362
 0.03172711 0.04670435 0.04893601 0.0815847  0.04684174 0.01190018]"
403,2004\8_main_body.txt,2,"[0.00679516 0.01556838 0.54383635 0.01381971 0.01297275 0.01495899
 0.01575369 0.01492288 0.01518204 0.03727479 0.01593254 0.00432733]"
404,2004\9_main_body.txt,2,"[2.10792007e-04 4.97624133e-04 8.13276327e-01 4.49777883e-04
 4.18586316e-04 4.86960417e-04 4.29516362e-04 4.91616202e-04
 5.01734177e-04 1.26561443e-03 5.36388596e-04 1.37697581e-04]"
405,2005\0_main_body.txt,0,"[9.99999929e-01 5.75285005e-09 6.78318920e-09 5.89311154e-09
 5.72254806e-09 6.42981145e-09 7.97945058e-09 6.69969590e-09
 6.61014885e-09 6.65285561e-09 6.15528019e-09 3.43882570e-09]"
406,2005\10_main_body.txt,0,"[9.99974455e-01 2.15313094e-06 2.53408101e-06 2.20422569e-06
 2.15580733e-06 2.44034549e-06 3.00207283e-06 2.47389545e-06
 2.48004385e-06 2.49953226e-06 2.28349171e-06 1.31534480e-06]"
407,2005\11_main_body.txt,-1,"[1.68028159e-34 1.02028897e-01 4.65054222e-27 7.76899578e-02
 9.78099223e-02 1.44743475e-01 4.27440420e-31 7.55647465e-02
 9.72274975e-02 5.51292434e-27 1.57267594e-26 1.47407743e-35]"
408,2005\12_main_body.txt,-1,"[0.10602049 0.03995639 0.048034   0.03920223 0.03870251 0.04515939
 0.05784775 0.04447982 0.04506198 0.04773716 0.04129674 0.05699072]"
409,2005\13_main_body.txt,-1,"[3.84814824e-30 2.31025098e-01 2.89191417e-26 9.99707108e-15
 1.20357908e-14 4.75668244e-01 3.80830520e-28 1.03953776e-14
 1.33917812e-14 3.44686192e-26 4.26744026e-26 6.18169101e-31]"
410,2005\14_main_body.txt,0,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
411,2005\16_main_body.txt,-1,"[4.25392243e-83 2.50441147e-01 3.17227042e-79 1.14406711e-67
 1.40017648e-67 4.68527740e-01 4.19294878e-81 1.16557156e-67
 1.50396312e-67 3.70723074e-79 4.79223759e-79 6.42850987e-84]"
412,2005\17_main_body.txt,-1,"[1.39512459e-01 5.73739260e-02 6.78680210e-02 5.75311041e-02
 5.76621305e-02 6.95991863e-02 7.63009601e-02 6.59157908e-02
 6.92785074e-02 6.91070432e-02 5.98684109e-02 1.54869361e-10]"
413,2005\19_main_body.txt,0,"[9.99999997e-01 6.05789844e-17 7.30816807e-17 6.11079434e-17
 6.06058997e-17 7.53441166e-17 7.54419931e-17 7.47891645e-17
 7.80186774e-17 7.53560345e-17 6.56188791e-17 3.75268988e-17]"
