,document,topic,distr
315,2002\49_main_body.txt,0,"[0.27711186 0.0744863  0.10017123 0.03167808 0.01455479 0.13156393
 0.08304795 0.02311644 0.01740868 0.10302511 0.10302511 0.00028539
 0.04023973 0.00028539]"
316,2002\4_main_body.txt,6,"[2.8459458e-03 1.4421014e-01 6.6763096e-02 4.6654852e-05 1.2643465e-02
 2.3798639e-01 3.6022207e-01 3.5504341e-02 6.1631057e-02 2.3793974e-03
 7.5627513e-02 4.6654852e-05 4.6654852e-05 4.6654852e-05]"
317,2002\50_main_body.txt,0,"[3.5097107e-01 1.4952549e-02 4.1436769e-02 4.4692121e-03 5.5175457e-05
 3.1345177e-01 5.5175457e-05 4.4692121e-03 5.7989404e-02 5.5727214e-03
 5.5175457e-05 5.5175457e-05 1.9758332e-01 8.8832490e-03]"
318,2002\51_main_body.txt,12,"[3.0911496e-01 1.6728805e-02 2.2125196e-02 1.6728805e-02 1.0302197e-03
 1.1288265e-01 4.9058086e-05 2.1144034e-02 4.9058086e-05 1.5747644e-02
 1.1386382e-01 4.9058086e-05 3.6062595e-01 9.8606749e-03]"
319,2002\52_main_body.txt,8,"[5.9340186e-02 1.0068552e-02 9.5758356e-02 7.1408169e-05 7.1408169e-05
 1.8787490e-01 1.4995715e-03 1.4995715e-03 3.1926593e-01 3.7203655e-02
 1.8644673e-01 7.1408169e-05 3.7917737e-02 6.2910594e-02]"
320,2002\54_main_body.txt,0,"[5.8456451e-01 1.1638895e-02 6.4851404e-03 4.2947948e-05 4.2947948e-05
 2.0834050e-01 4.2947948e-05 4.2947948e-05 1.0998970e-01 4.2947948e-05
 4.2947948e-05 4.2947948e-05 7.3054463e-02 5.6261816e-03]"
321,2002\5_main_body.txt,9,"[1.2438049e-02 4.7226459e-02 1.9877051e-01 4.9609229e-02 1.0250668e-01
 4.7655358e-05 8.4874198e-02 4.7655358e-05 5.2897451e-03 4.5229700e-01
 4.7655358e-05 8.1490669e-03 1.3867710e-02 2.4828441e-02]"
322,2002\7_main_body.txt,9,"[4.4754746e-05 5.1065166e-02 3.1288043e-01 4.4754746e-05 2.6450055e-02
 9.4432514e-03 3.4953456e-02 4.4754746e-05 7.2055142e-03 5.2680808e-01
 4.4754746e-05 4.0726820e-03 5.8628721e-03 2.1079484e-02]"
323,2002\8_main_body.txt,6,"[1.1423301e-02 7.8047399e-04 7.0952177e-05 1.4899956e-03 1.0713779e-02
 1.9235136e-01 6.8192136e-01 1.9937562e-02 7.4570738e-02 7.8047399e-04
 7.0952177e-05 7.0952177e-05 7.0952177e-05 5.7471264e-03]"
324,2002\9_main_body.txt,13,"[1.1929354e-02 7.2815535e-03 2.5872752e-02 5.1642222e-05 5.1642222e-05
 2.4535219e-01 1.0896509e-02 5.6806445e-04 2.6239413e-01 5.1642222e-05
 1.4511464e-02 5.7322867e-03 5.6806445e-04 4.1473868e-01]"
325,2003\0_main_body.txt,10,"[2.86935968e-03 2.25610435e-02 4.56284434e-02 3.49386744e-02
 3.26881967e-02 3.01057696e-01 5.62619571e-05 1.09204456e-01
 8.27613398e-02 5.62619571e-05 3.50568235e-01 7.37031642e-03
 1.01834144e-02 5.62619571e-05]"
326,2003\11_main_body.txt,12,"[6.2250998e-05 9.3999002e-03 6.8476098e-04 6.9098608e-03 6.2250998e-05
 4.0593871e-01 1.7492529e-02 1.9360060e-02 1.1086903e-01 6.2250998e-05
 1.4379980e-02 6.2250998e-05 4.1403136e-01 6.8476098e-04]"
327,2003\12_main_body.txt,1,"[6.19578699e-04 4.24749345e-01 8.84871036e-02 5.58184050e-02
 5.63253343e-05 1.74608536e-03 5.63253343e-05 7.77852908e-02
 1.10453986e-01 2.48394720e-02 2.30933866e-03 5.63253343e-05
 2.12966099e-01 5.63253343e-05]"
328,2003\13_main_body.txt,1,"[4.2911091e-05 3.6178339e-01 6.9558881e-02 2.3214899e-02 4.2911091e-05
 1.8026949e-01 4.2911091e-05 1.1461552e-01 1.8756437e-01 1.3302438e-03
 4.2911091e-05 7.3377965e-03 5.4110885e-02 4.2911091e-05]"
329,2003\16_main_body.txt,0,"[5.0078064e-01 5.5760011e-05 2.4032563e-02 5.5760011e-05 5.5760011e-05
 1.1157578e-01 5.5760011e-05 5.5760011e-05 5.6317612e-03 9.1502175e-02
 1.0544218e-01 6.1336008e-04 1.3722539e-01 2.2917362e-02]"
330,2003\17_main_body.txt,0,"[2.9643726e-01 1.7813642e-02 3.4561507e-02 5.0751118e-05 5.0751118e-05
 2.2995330e-01 5.0751118e-05 2.7963864e-02 3.1516444e-02 5.0751118e-05
 1.4367642e-01 5.5826228e-04 1.7767966e-01 3.9636619e-02]"
331,2003\18_main_body.txt,8,"[1.6654117e-01 5.4802545e-03 4.7732599e-02 1.7151941e-03 4.1834006e-05
 1.5148093e-01 4.1834006e-05 4.1834006e-05 5.6647426e-01 2.0958835e-02
 6.7352750e-03 4.6017405e-04 5.8985949e-03 2.6397256e-02]"
332,2003\19_main_body.txt,0,"[4.3867922e-01 1.0285835e-01 1.0919460e-01 4.7944240e-02 7.0402704e-05
 3.4567725e-02 2.1824837e-03 7.0402704e-05 2.0846240e-01 1.2742889e-02
 7.0402704e-05 6.4066462e-03 3.6679808e-02 7.0402704e-05]"
333,2003\1_main_body.txt,5,"[7.2390329e-05 3.0773130e-01 7.3114233e-03 7.2390329e-05 7.2390329e-05
 3.5550889e-01 2.2441000e-03 1.3906182e-01 1.4050964e-01 4.4158101e-03
 7.2390329e-05 7.2390329e-05 4.2782683e-02 7.2390329e-05]"
334,2003\22_main_body.txt,8,"[5.28490462e-04 1.22561745e-01 3.03161349e-02 2.93071987e-03
 2.93071987e-03 9.90199000e-02 5.28490462e-04 4.80445888e-05
 7.15431929e-01 1.00893632e-03 1.06178541e-02 1.96982804e-03
 4.80445888e-05 1.20591912e-02]"
335,2003\23_main_body.txt,13,"[1.7792766e-01 2.4471767e-03 4.9600095e-02 3.7662648e-02 6.6252835e-03
 1.1107796e-01 2.4471767e-03 5.3778201e-02 5.9746925e-02 6.5655966e-04
 5.9687238e-05 5.9687238e-05 7.8190286e-03 4.9009189e-01]"
336,2003\24_main_body.txt,8,"[4.0301899e-04 1.4691873e-02 6.2321395e-02 3.6638092e-05 3.6638092e-05
 4.3635964e-02 1.5021616e-03 7.6939986e-04 4.4372392e-01 1.6087785e-01
 1.1760826e-02 1.3226350e-02 3.6638092e-05 2.4697736e-01]"
337,2003\25_main_body.txt,8,"[3.8367099e-05 8.0992945e-02 4.8380911e-02 3.8367099e-05 1.8454574e-02
 8.9433707e-02 3.8750770e-03 3.8367099e-05 6.8834412e-01 4.2587481e-03
 8.4791286e-03 3.8367099e-05 1.5730510e-03 5.6054331e-02]"
338,2003\26_main_body.txt,8,"[1.14815965e-01 1.81451607e-02 7.86290318e-02 5.68651769e-04
 2.11952021e-03 7.03577325e-02 5.16956170e-05 1.80986360e-01
 4.06896174e-01 5.16956170e-05 4.70430125e-03 5.68651769e-04
 2.53825467e-02 9.67224985e-02]"
339,2003\27_main_body.txt,13,"[2.1588461e-02 8.4761642e-03 3.2827575e-02 5.1980899e-03 4.6829638e-05
 1.6395056e-01 9.8342227e-04 5.1512598e-04 2.0984361e-01 4.6829638e-05
 4.5939874e-02 1.4564017e-02 3.9383724e-02 4.5663577e-01]"
340,2003\28_main_body.txt,5,"[4.1318098e-03 1.8827790e-01 3.9838806e-02 2.0455008e-02 2.1985307e-02
 3.2855538e-01 5.6110998e-04 2.5153029e-01 5.1571105e-02 3.0657008e-02
 5.1010000e-05 1.9434808e-02 7.1924096e-03 3.5758007e-02]"
341,2003\31_main_body.txt,9,"[0.00081037 0.00081037 0.13857375 0.13047002 0.00081037 0.00081037
 0.00081037 0.04943274 0.19529983 0.34927064 0.00081037 0.00081037
 0.12236629 0.0089141 ]"
342,2003\33_main_body.txt,9,"[4.2166267e-02 1.9984013e-04 7.6139085e-02 2.1982414e-03 1.9984013e-04
 3.6171064e-02 2.2182256e-02 4.0167868e-02 1.9984013e-04 6.8964833e-01
 1.9984013e-04 2.6179058e-02 6.4148679e-02 1.9984013e-04]"
343,2003\34_main_body.txt,9,"[2.29998939e-02 4.74601053e-03 8.45415667e-02 1.30906440e-02
 5.21539587e-05 6.31584451e-02 2.13831221e-03 1.46552622e-02
 5.21539587e-05 6.63450480e-01 1.88275781e-02 5.21539587e-05
 1.00187756e-01 1.20475646e-02]"
344,2003\35_main_body.txt,9,"[5.6230321e-05 5.6230321e-05 1.2320063e-01 7.9284748e-03 4.6165090e-02
 1.2095142e-01 1.0739991e-02 5.1169591e-03 1.7431398e-03 6.1802739e-01
 2.8677462e-03 7.9284748e-03 1.1808366e-03 5.4037336e-02]"
345,2003\36_main_body.txt,9,"[4.3929012e-05 1.3222633e-02 5.9787389e-02 2.6796698e-03 4.3929012e-05
 4.8365843e-02 4.3929012e-05 9.2250924e-04 1.7356353e-01 4.7052366e-01
 1.4979793e-02 4.8321916e-04 8.8297315e-03 2.0651029e-01]"
346,2003\37_main_body.txt,6,"[5.3464501e-05 4.6567578e-02 2.1439264e-02 5.8810948e-04 3.6943968e-02
 2.0909967e-01 5.4646063e-01 5.3464501e-05 9.0408474e-02 5.3464501e-05
 2.7266894e-03 5.3464501e-05 1.2350299e-02 3.3201452e-02]"
347,2003\38_main_body.txt,6,"[5.6223557e-03 2.5662435e-02 6.1233580e-04 5.5666889e-05 1.4529058e-02
 2.7449343e-01 5.7398129e-01 5.5666889e-05 7.4649304e-02 5.5666889e-05
 5.5666889e-05 1.7256734e-03 5.5666889e-05 2.8445778e-02]"
348,2003\39_main_body.txt,6,"[8.5005100e-05 3.8337298e-02 2.2186331e-02 8.5005100e-05 4.3352600e-03
 2.4234954e-01 6.4187348e-01 8.5005100e-05 3.7487246e-02 1.2835770e-02
 8.5005100e-05 8.5005100e-05 8.5005100e-05 8.5005100e-05]"
349,2003\3_main_body.txt,8,"[1.3300346e-01 6.8021938e-02 3.8810063e-02 1.2519375e-03 5.9616072e-05
 7.9348996e-02 3.6365804e-03 1.5208060e-01 2.5700489e-01 4.1790865e-02
 5.9616072e-05 5.4250630e-03 5.9616072e-05 2.1944676e-01]"
350,2003\40_main_body.txt,8,"[4.9155359e-03 6.3001942e-03 1.0945722e-01 6.9232898e-05 6.9232898e-05
 1.0530324e-01 2.3684575e-01 1.2531155e-02 3.5108003e-01 8.3771814e-03
 2.4993075e-02 4.9155359e-03 2.8385487e-03 1.3230407e-01]"
351,2003\41_main_body.txt,6,"[6.7778230e-05 6.7778230e-05 3.5183677e-01 5.4900367e-03 5.7679273e-02
 7.6657176e-02 3.5590345e-01 2.3790156e-02 5.8357053e-02 6.1068185e-02
 7.5233835e-03 7.4556051e-04 7.4556051e-04 6.7778230e-05]"
352,2003\42_main_body.txt,6,"[7.8284014e-05 3.7654608e-02 1.6517928e-02 5.1745731e-02 6.3410052e-03
 2.0987944e-01 4.9248472e-01 7.8284014e-05 1.4725223e-01 7.1238456e-03
 8.6112414e-04 2.5912007e-02 3.9924844e-03 7.8284014e-05]"
353,2003\43_main_body.txt,2,"[3.8550373e-02 5.4993401e-05 2.2662781e-01 2.8046633e-03 6.9896609e-02
 4.7899250e-02 1.9583151e-01 1.7652880e-02 5.4993401e-05 1.5183678e-01
 5.4993401e-05 5.4993401e-05 4.6249449e-02 2.0243071e-01]"
354,2003\44_main_body.txt,6,"[5.1456213e-05 5.1456213e-05 6.3857153e-02 4.6825153e-03 2.8352370e-02
 1.7191520e-01 3.1136152e-01 3.6533908e-03 3.0209941e-01 5.1456213e-05
 4.0187299e-02 3.2983430e-02 3.9158177e-02 1.5951424e-03]"
355,2003\45_main_body.txt,9,"[4.80215167e-05 5.91144860e-02 1.28265470e-01 1.10977724e-01
 4.80215167e-05 1.16260096e-01 4.80215167e-05 1.83009997e-01
 5.33038843e-03 2.29110658e-01 1.97368432e-02 4.80215167e-05
 1.37389556e-01 1.06127551e-02]"
356,2003\46_main_body.txt,9,"[3.9441511e-05 1.0294234e-02 1.0810918e-01 3.5891775e-03 3.5536800e-02
 3.9441511e-05 3.9441511e-05 1.1477480e-02 2.8125739e-01 4.7097105e-01
 2.2521101e-02 3.2381479e-02 2.0943440e-02 2.8003471e-03]"
357,2003\47_main_body.txt,9,"[4.4515673e-05 2.8089387e-02 2.6669338e-01 3.1606127e-03 2.7154558e-03
 3.4766737e-02 4.4515673e-05 9.3928073e-03 1.7009439e-01 4.5900106e-01
 1.3799858e-03 4.4515673e-05 1.9186255e-02 5.3863963e-03]"
358,2003\48_main_body.txt,9,"[5.0725372e-05 4.1087554e-03 1.2990768e-01 1.3239322e-02 2.5869939e-03
 1.3295120e-01 5.0725372e-05 5.0725372e-05 2.2679314e-01 3.0693921e-01
 5.0725372e-05 7.6595312e-03 1.5019783e-01 2.5413411e-02]"
359,2003\49_main_body.txt,9,"[5.7064597e-05 5.3127140e-02 2.1690254e-01 6.7393288e-02 5.7064597e-05
 5.7064597e-05 1.1983565e-03 1.3016436e-01 5.7064597e-05 3.8866696e-01
 4.3426156e-02 8.6167539e-03 7.8235567e-02 1.2040630e-02]"
360,2003\4_main_body.txt,5,"[1.1548613e-03 5.4993401e-05 7.3196217e-02 2.4802022e-02 5.4993401e-05
 4.8619664e-01 5.4993401e-05 2.0298064e-01 7.2096348e-02 1.5453146e-02
 1.1884074e-01 5.0043995e-03 5.4993401e-05 5.4993401e-05]"
361,2003\50_main_body.txt,9,"[1.04071368e-02 3.09926812e-02 3.58074099e-01 2.40164669e-03
 1.72689836e-02 5.83257060e-03 1.14364135e-04 4.58600149e-02
 1.25800550e-03 4.54139978e-01 1.49817020e-02 1.14364135e-04
 5.84400706e-02 1.14364135e-04]"
362,2003\5_main_body.txt,5,"[1.6582860e-03 1.2356906e-02 2.7869904e-02 1.3271639e-01 2.1932169e-03
 3.3866480e-01 5.3493099e-05 2.7334973e-02 1.8995400e-01 5.3493099e-05
 9.2061624e-02 1.6213758e-01 1.2891837e-02 5.3493099e-05]"
363,2003\6_main_body.txt,8,"[1.4704929e-01 4.9773019e-02 5.6258105e-02 2.5453955e-02 5.4042368e-05
 1.3083658e-01 5.4042368e-05 2.0055123e-01 3.5295069e-01 5.4042368e-05
 1.6807176e-02 1.6266754e-02 3.8370080e-03 5.4042368e-05]"
364,2003\7_main_body.txt,8,"[1.4685476e-02 1.1605767e-01 1.9310823e-02 4.0124886e-02 4.6638916e-03
 1.9854301e-01 3.8544560e-05 7.0960537e-02 3.8702589e-01 1.3529140e-02
 5.0146472e-02 3.8544560e-05 6.2480733e-02 2.2394389e-02]"
365,2003\8_main_body.txt,1,"[4.4298755e-05 6.0915214e-01 3.1496413e-02 2.6623549e-02 1.0060247e-01
 1.3914238e-01 5.8031366e-03 4.3014087e-02 1.3732613e-03 4.4298755e-05
 4.4298755e-05 4.4741742e-03 3.8141225e-02 4.4298755e-05]"
366,2004\0_main_body.txt,13,"[2.8067604e-02 3.2810211e-02 5.7385534e-02 4.3545747e-03 2.3756145e-02
 1.0179357e-01 4.3114600e-05 5.3505220e-02 3.0831251e-01 1.6426662e-02
 2.5911875e-02 4.3114600e-05 4.3114600e-05 3.4754679e-01]"
367,2004\10_main_body.txt,6,"[7.42170087e-05 9.72242840e-03 1.64019596e-02 2.30072718e-03
 7.42170087e-05 3.63737553e-01 4.81000423e-01 7.42170087e-05
 1.03235863e-01 7.42170087e-05 7.42170087e-05 3.04289721e-03
 1.26911085e-02 7.49591831e-03]"
368,2004\12_main_body.txt,6,"[6.1372288e-05 8.6534917e-03 6.1372288e-05 2.5162636e-03 4.7318030e-02
 2.1486437e-01 6.3403702e-01 2.5162636e-03 5.5910148e-02 4.9711550e-03
 6.1372288e-05 6.1372288e-05 6.1372288e-05 2.8906345e-02]"
369,2004\13_main_body.txt,9,"[1.9402405e-04 1.9402405e-04 2.2914240e-01 1.9402405e-04 2.3476910e-02
 1.9402405e-04 1.9402405e-04 4.8700038e-02 1.4571206e-01 4.6779200e-01
 7.9549858e-03 1.9402405e-04 3.8998835e-02 3.7058596e-02]"
370,2004\14_main_body.txt,9,"[2.6106413e-03 3.7419192e-02 3.1961709e-01 1.2431626e-04 2.1258080e-02
 1.2431626e-04 1.0827946e-01 5.4823466e-02 1.2431626e-04 4.2901540e-01
 1.2431626e-04 1.2431626e-04 2.6230730e-02 1.2431626e-04]"
371,2004\15_main_body.txt,2,"[1.5822215e-02 9.9215657e-02 3.4669131e-01 4.9179591e-02 4.1020559e-03
 4.5077537e-05 4.5077537e-05 1.5371439e-02 1.3527769e-01 2.1822035e-01
 1.8481789e-03 3.2500904e-02 3.4304004e-02 4.7376487e-02]"
372,2004\16_main_body.txt,9,"[5.92276701e-05 1.01279318e-02 1.00746274e-01 1.48661453e-02
 2.25657411e-02 2.67116781e-02 6.63942173e-02 5.21795750e-02
 4.79744142e-03 5.72790802e-01 4.20516450e-03 6.52096644e-02
 3.14498916e-02 2.78962310e-02]"
373,2004\17_main_body.txt,9,"[1.9957165e-03 2.8767524e-02 1.0810943e-01 3.8015965e-02 5.8897980e-03
 1.5089564e-03 4.8676015e-05 2.8767524e-02 8.2797907e-02 6.0411799e-01
 4.8676015e-05 1.1244159e-02 5.7486374e-02 3.1201325e-02]"
374,2004\18_main_body.txt,2,"[5.2126772e-05 3.0285653e-02 3.9830065e-01 5.2126772e-05 4.4881150e-02
 7.7721022e-02 5.2126772e-05 5.2126772e-05 7.6678485e-02 2.8831315e-01
 5.7860720e-03 3.2891992e-02 4.4881150e-02 5.2126772e-05]"
375,2004\19_main_body.txt,9,"[4.1590421e-05 1.4598236e-02 5.7436373e-02 4.1590421e-05 1.3350524e-02
 7.7399775e-02 1.2893029e-03 1.1271004e-02 4.1590421e-05 7.2496259e-01
 4.1590421e-05 4.6165367e-03 4.9950093e-02 4.4959243e-02]"
376,2004\1_main_body.txt,13,"[9.2182733e-02 1.2592673e-02 4.3665502e-02 3.8759265e-02 9.8669864e-03
 1.3524859e-01 1.2592673e-02 5.4513737e-05 2.7311381e-02 1.1502399e-02
 7.6864371e-03 5.4513737e-05 2.4264064e-01 3.6584169e-01]"
377,2004\20_main_body.txt,9,"[1.5992570e-03 4.1838627e-02 1.5069129e-01 1.0885267e-02 5.7263724e-03
 5.6283530e-02 1.0833676e-03 5.1588941e-05 2.3782499e-02 6.5058810e-01
 1.0369377e-02 5.1588941e-05 3.2036729e-02 1.5012382e-02]"
378,2004\21_main_body.txt,8,"[1.4899726e-01 3.3702259e-03 2.9583091e-02 8.7376218e-04 4.1607724e-05
 1.5190980e-01 4.1607724e-05 2.9999169e-02 4.2027962e-01 9.1162525e-02
 3.9152868e-02 4.1607724e-05 2.2093700e-02 6.2453195e-02]"
379,2004\22_main_body.txt,8,"[2.0329079e-02 1.0259926e-01 9.0020271e-03 5.9616072e-05 5.9616072e-05
 2.1706212e-01 5.9616072e-05 5.9616072e-05 3.0708238e-01 5.9616072e-05
 5.7887204e-02 3.0404197e-03 2.2958149e-01 5.3117920e-02]"
380,2004\24_main_body.txt,10,"[4.2298040e-03 1.2131636e-02 9.7192533e-02 4.6481364e-05 4.6481364e-05
 1.7295715e-01 4.6481364e-05 1.7244585e-02 2.2455147e-01 3.5837129e-02
 2.3849586e-01 1.9057358e-03 1.5204054e-01 4.3274149e-02]"
381,2004\26_main_body.txt,5,"[2.2607020e-01 2.4660993e-02 4.0547727e-03 6.6471686e-05 6.6471686e-05
 3.4372506e-01 7.3118851e-04 7.3118851e-04 2.3138793e-01 6.6471686e-05
 2.7253388e-03 2.0606220e-03 8.0430740e-03 1.5561022e-01]"
382,2004\27_main_body.txt,12,"[1.9166563e-03 1.2680846e-01 1.7991839e-02 2.7265981e-02 6.1827624e-05
 1.7936194e-01 6.1827624e-05 9.5276371e-02 2.4675405e-01 1.1190800e-02
 6.1827624e-05 1.7373562e-02 2.7148509e-01 4.3897610e-03]"
383,2004\29_main_body.txt,5,"[1.3465503e-01 1.4005093e-02 1.4005093e-02 6.0628106e-05 6.0628106e-05
 2.6803687e-01 1.2731901e-03 6.7964107e-02 1.9225173e-01 2.3099307e-02
 7.3360009e-03 6.0628106e-05 4.7956832e-02 2.2923487e-01]"
384,2004\2_main_body.txt,13,"[2.4120319e-03 4.7294743e-05 5.7273932e-02 6.6685588e-03 9.5062433e-03
 1.4855279e-01 6.6685588e-03 6.1057515e-02 1.0031215e-01 3.9301932e-02
 4.7294743e-05 4.7294743e-05 4.7294743e-05 5.6805712e-01]"
385,2004\30_main_body.txt,0,"[3.0923402e-01 4.7955208e-02 1.9563453e-01 8.9337878e-02 9.3395002e-02
 1.4613762e-01 8.1142483e-05 8.1142483e-05 1.7039921e-03 2.3612464e-02
 8.9256733e-04 8.1953909e-03 5.6880880e-02 2.6858160e-02]"
386,2004\31_main_body.txt,10,"[1.4194693e-01 2.0362583e-03 1.6487125e-02 6.5685759e-05 7.2254334e-04
 2.4835786e-01 6.5685759e-05 6.5685759e-05 1.0910405e-01 7.2254334e-04
 4.3096423e-01 5.9774043e-03 4.3418285e-02 6.5685759e-05]"
387,2004\33_main_body.txt,8,"[1.4105104e-01 1.8119320e-02 9.3800984e-03 2.2780236e-02 1.2234909e-03
 3.3267301e-02 5.8261478e-05 4.6084829e-02 4.1895828e-01 1.2706828e-01
 1.2706828e-01 5.8261478e-05 5.4824051e-02 5.8261478e-05]"
388,2004\34_main_body.txt,0,"[2.4934672e-01 2.4093237e-02 9.6738793e-02 5.2262989e-05 5.2262989e-05
 1.8192746e-01 5.2262989e-05 5.2262989e-05 2.2791889e-01 3.8204242e-02
 4.7088951e-02 5.2262989e-05 5.2262989e-05 1.3436814e-01]"
389,2004\35_main_body.txt,5,"[1.9961847e-01 3.4729014e-03 5.3805520e-04 5.3805520e-04 5.3805520e-04
 2.9793581e-01 1.0271962e-03 9.8317359e-03 2.4016825e-02 3.1353943e-02
 1.8103111e-01 4.8914106e-05 2.0744473e-01 4.2604186e-02]"
390,2004\36_main_body.txt,8,"[1.6902240e-01 2.9491710e-02 7.3887840e-02 4.5302168e-05 4.5302168e-05
 1.3595180e-01 4.5302168e-05 5.9345840e-03 4.9701008e-01 4.5302168e-05
 6.0750209e-02 4.9832388e-04 2.4961494e-02 2.3104106e-03]"
391,2004\37_main_body.txt,0,"[4.9941808e-01 8.5167158e-03 6.4589500e-02 5.2898857e-05 1.1108760e-03
 1.9948159e-01 5.2898857e-05 5.3427848e-03 1.0161871e-01 2.0154463e-02
 1.5922556e-02 5.8188743e-04 7.4587390e-03 7.5698264e-02]"
392,2004\38_main_body.txt,1,"[1.3097072e-02 4.6882775e-01 5.2210499e-02 4.2076567e-03 1.8371458e-03
 2.5548181e-01 5.9262769e-05 5.8136776e-02 8.7175541e-02 5.9262769e-05
 5.9262769e-05 1.7838094e-02 4.0950574e-02 5.9262769e-05]"
393,2004\3_main_body.txt,13,"[3.6151223e-02 5.0140392e-05 5.0140392e-05 1.5593662e-02 9.5768152e-03
 1.1737866e-01 1.1081027e-02 1.9604893e-02 5.0140392e-05 5.8714397e-02
 3.0585639e-03 5.0140392e-05 4.0613720e-03 7.2457880e-01]"
394,2004\41_main_body.txt,1,"[5.2850973e-03 2.6805121e-01 1.7872563e-01 9.0144403e-02 7.4437994e-05
 2.4571982e-01 7.4437994e-05 1.0056573e-01 7.4437994e-05 4.2504091e-02
 7.4437994e-05 2.3075778e-03 3.7293434e-02 2.9105254e-02]"
395,2004\42_main_body.txt,12,"[1.4434554e-01 2.7005476e-01 9.1518298e-02 4.8914106e-05 4.8914106e-05
 1.3255723e-02 4.8914106e-05 5.7278417e-02 8.6137742e-02 1.0810018e-02
 2.4946195e-03 7.3860302e-03 3.1652316e-01 4.8914106e-05]"
396,2004\43_main_body.txt,8,"[4.6032041e-05 1.6392010e-01 7.1395695e-02 1.8873136e-03 1.4269932e-03
 2.3020624e-01 4.6032041e-05 7.6919541e-02 2.9465109e-01 5.2522559e-02
 8.2443386e-02 4.6492363e-03 1.7077886e-02 2.8079543e-03]"
397,2004\45_main_body.txt,8,"[3.1626041e-03 1.7749152e-01 7.4128352e-02 1.1647640e-02 7.7136683e-05
 1.5512188e-01 7.7136683e-05 7.7136683e-05 5.1612157e-01 7.7136683e-05
 7.7136683e-05 8.4850355e-04 4.5587778e-02 1.5504474e-02]"
398,2004\46_main_body.txt,1,"[1.0556218e-02 2.1817353e-01 1.8029739e-01 1.4347339e-01 1.0871852e-03
 3.5070494e-05 3.5070494e-05 3.5070494e-05 1.7959599e-01 7.7540860e-02
 3.5070494e-05 7.3648035e-04 1.8625937e-01 2.1393001e-03]"
399,2004\47_main_body.txt,1,"[6.5189047e-04 4.1015762e-01 7.7100866e-02 5.9262769e-05 1.2504444e-02
 2.3888823e-01 3.6150289e-03 1.1799218e-01 1.1088064e-01 3.0224011e-03
 5.9262769e-05 6.5781679e-03 7.7634230e-03 1.0726562e-02]"
400,2004\4_main_body.txt,13,"[1.6530558e-02 1.1261854e-02 1.5213382e-02 5.3345631e-03 6.5858796e-05
 2.8385140e-02 6.5858796e-05 1.3896206e-02 2.5954953e-01 3.7605371e-02
 4.6825603e-02 6.5858796e-05 1.9823499e-02 5.4537666e-01]"
401,2004\6_main_body.txt,13,"[5.0425582e-02 1.2896569e-04 1.5359813e-01 1.2896569e-04 1.2896569e-04
 3.7529018e-02 1.2896569e-04 5.1715240e-02 1.4186227e-03 2.9675007e-01
 5.2875932e-03 1.2896569e-04 3.8818672e-02 3.6381221e-01]"
402,2004\7_main_body.txt,6,"[6.4374923e-05 3.9268699e-03 1.8803914e-01 3.2831207e-03 1.2939359e-02
 1.1980173e-01 6.2063855e-01 6.4374923e-05 6.4374923e-05 1.7445603e-02
 6.4374923e-05 2.1308096e-02 1.2295609e-02 6.4374923e-05]"
403,2004\8_main_body.txt,6,"[3.06949187e-02 2.08268408e-02 2.13462133e-02 5.19372588e-05
 5.19372588e-05 1.51708737e-01 4.25418079e-01 5.19372588e-05
 2.86745608e-01 5.76503575e-03 4.47179787e-02 5.19372588e-05
 1.25168795e-02 5.19372588e-05]"
404,2004\9_main_body.txt,6,"[9.5201824e-05 2.9512565e-03 2.9512565e-03 9.5201824e-05 9.5201824e-05
 3.4472582e-01 4.1803122e-01 9.5201824e-05 6.1024368e-02 6.7593297e-03
 2.5799695e-02 1.3718584e-01 9.5201824e-05 9.5201824e-05]"
405,2005\0_main_body.txt,8,"[2.1329686e-01 5.5822264e-05 3.0199843e-02 5.1970523e-02 5.5822264e-05
 1.1839902e-01 5.5822264e-05 5.5822264e-05 2.5237244e-01 5.5822264e-05
 2.1385509e-01 5.5822264e-05 5.5822264e-05 1.1951546e-01]"
406,2005\10_main_body.txt,12,"[1.9750850e-02 9.6358601e-03 5.4354768e-02 5.3236796e-05 5.3236796e-05
 1.3846891e-01 1.4427172e-02 3.2474445e-03 1.2303024e-01 2.0820911e-01
 1.5710180e-01 5.3236796e-05 2.5452513e-01 1.7089011e-02]"
407,2005\11_main_body.txt,9,"[0.01798144 0.00638051 0.19779582 0.03538283 0.05858469 0.00058005
 0.1049884  0.00058005 0.00058005 0.47041765 0.00058005 0.09918794
 0.00058005 0.00638051]"
408,2005\12_main_body.txt,12,"[4.9900316e-02 7.0951097e-03 6.7491494e-02 1.9995308e-02 1.0026974e-02
 1.0853759e-01 5.8637270e-05 5.3359917e-03 9.0360038e-02 1.7127946e-01
 3.5827372e-02 5.8637270e-05 4.3280166e-01 1.2313826e-03]"
409,2005\13_main_body.txt,9,"[0.00274725 0.00274725 0.0576923  0.00274725 0.19505493 0.11263736
 0.03021978 0.00274725 0.00274725 0.52472526 0.0576923  0.00274725
 0.00274725 0.00274725]"
