,document,topic,distr
535,2008\1_main_body.txt,13,"[6.7089513e-02 1.7062712e-02 5.0116133e-02 8.9333567e-05 8.1293555e-03
 2.7702340e-01 4.5560119e-03 9.8266930e-04 2.3414329e-01 1.5276041e-02
 3.4929425e-02 8.9333567e-05 8.9333567e-05 2.9042345e-01]"
536,2008\20_main_body.txt,12,"[0.00094111 0.03141525 0.00094111 0.28013805 0.01528189 0.0627857
 0.00049296 0.13897106 0.00676705 0.01035225 0.0090078  0.08160797
 0.35901228 0.00228556]"
537,2008\21_main_body.txt,7,"[7.0601527e-05 4.5961592e-02 4.6667606e-02 2.5000000e-01 7.0601527e-05
 2.4435188e-01 1.9839028e-02 3.3189777e-01 3.9607454e-02 5.0127083e-03
 1.6308952e-02 7.0601527e-05 7.0601527e-05 7.0601527e-05]"
538,2008\22_main_body.txt,8,"[9.3371905e-03 5.4050498e-02 1.3150973e-04 9.6133612e-02 1.3150973e-04
 3.5126248e-01 1.3150973e-04 1.3150973e-04 3.8019463e-01 7.7722244e-02
 3.0378748e-02 1.3150973e-04 1.3150973e-04 1.3150973e-04]"
539,2008\23_main_body.txt,8,"[3.7887399e-05 2.8078350e-01 2.0118209e-02 1.9250588e-01 3.7887399e-05
 2.9590059e-02 3.7887399e-05 4.1676141e-04 4.4066834e-01 2.3149202e-02
 7.9563534e-04 6.8576196e-03 4.9632494e-03 3.7887399e-05]"
540,2008\24_main_body.txt,8,"[4.4714721e-05 1.7930603e-02 6.3047758e-03 1.0646576e-01 4.4714721e-05
 1.1943302e-01 4.4714721e-05 4.4714721e-05 3.7072974e-01 4.9230907e-02
 3.0897873e-02 4.4714721e-05 1.1496155e-01 1.8382223e-01]"
541,2008\25_main_body.txt,3,"[3.0175976e-02 6.4958073e-04 5.3738044e-03 3.3606943e-01 5.9052792e-05
 1.3115625e-01 6.5548602e-03 2.0137001e-02 1.2643203e-01 8.9169722e-03
 9.1590881e-02 5.9052792e-05 5.9052792e-05 2.4276604e-01]"
542,2008\26_main_body.txt,0,"[6.45626903e-01 9.48652402e-02 4.95898575e-02 4.31447756e-03
 5.32651538e-05 1.27889633e-01 9.64099262e-03 1.12389475e-02
 9.10834130e-03 6.97773509e-03 3.68062183e-02 5.32651538e-05
 3.78182577e-03 5.32651538e-05]"
543,2008\27_main_body.txt,0,"[5.1970160e-01 7.8487627e-02 3.5768934e-02 3.4493752e-02 1.4090793e-02
 6.3759246e-05 6.3759246e-05 3.8893139e-03 6.3759246e-05 1.2178016e-02
 6.3759246e-05 1.8553941e-02 2.5446314e-01 2.8117826e-02]"
544,2008\28_main_body.txt,1,"[7.2532512e-02 2.7504796e-01 5.0682157e-02 5.3293541e-05 1.1191643e-03
 1.1037093e-01 5.3293541e-05 1.0179066e-02 2.7398208e-01 5.3293541e-05
 1.3376678e-02 1.9771902e-02 1.7272437e-01 5.3293541e-05]"
545,2008\29_main_body.txt,1,"[1.1048445e-01 5.1953214e-01 1.7869866e-02 6.5305154e-04 1.2526716e-02
 1.8350749e-01 5.9368322e-05 5.5865590e-02 1.3714083e-02 5.9368322e-05
 5.9368322e-05 5.9368322e-05 6.8332933e-02 1.7276181e-02]"
546,2008\2_main_body.txt,8,"[4.8818594e-05 4.8818594e-05 3.2269090e-02 4.8818594e-05 7.3716077e-03
 1.7579575e-01 4.8818594e-05 4.8818594e-05 5.7854915e-01 1.0788909e-02
 4.8818594e-05 4.8818594e-05 2.4897482e-03 1.9239408e-01]"
547,2008\30_main_body.txt,12,"[2.1634553e-01 2.3293352e-01 1.1107567e-01 6.3799926e-05 1.2185785e-02
 1.4099783e-02 6.3799926e-05 4.6637744e-02 8.3577903e-03 6.3799926e-05
 1.9203776e-02 4.0257752e-02 2.9673344e-01 1.9777976e-03]"
548,2008\31_main_body.txt,7,"[3.1491000e-02 1.3717510e-01 9.7186521e-02 7.1408169e-05 2.5064265e-02
 7.1408169e-05 7.1408169e-05 2.9712939e-01 1.7930591e-01 2.0779777e-02
 8.8617533e-02 8.6403890e-03 1.1432448e-01 7.1408169e-05]"
549,2008\32_main_body.txt,1,"[3.0071571e-05 6.1589587e-01 4.0626694e-02 3.0071571e-05 6.0443860e-03
 6.1376080e-02 3.0071571e-05 9.9536898e-03 1.9158597e-01 2.7365130e-03
 9.3522584e-03 1.2660131e-02 3.6416672e-02 1.3261562e-02]"
550,2008\34_main_body.txt,0,"[4.4963211e-01 2.6022505e-02 8.7102363e-03 5.4100845e-05 5.4100845e-05
 2.3809782e-01 1.6771260e-03 3.7383683e-02 1.6993076e-01 3.1973597e-02
 2.7645530e-02 8.7102363e-03 5.4100845e-05 5.4100845e-05]"
551,2008\35_main_body.txt,12,"[1.19476974e-01 1.37367835e-02 1.46808922e-02 1.18060812e-01
 4.72054417e-05 1.23725459e-01 4.72054417e-05 1.52048722e-01
 4.72054417e-05 4.01718281e-02 4.72054417e-05 3.35158617e-03
 3.76274556e-01 3.82836126e-02]"
552,2008\36_main_body.txt,8,"[3.1198680e-01 1.3725648e-02 1.5738206e-02 4.0251169e-05 4.0251169e-05
 1.7754790e-01 4.0251169e-05 1.3323137e-02 3.4539527e-01 3.2603447e-03
 6.4804382e-03 4.0251169e-05 2.7813558e-02 8.4567711e-02]"
553,2008\37_main_body.txt,5,"[1.1744698e-01 1.4005601e-03 2.8077897e-02 5.0753634e-02 6.6693341e-05
 3.2819796e-01 1.0070695e-02 5.8089901e-02 2.8618115e-01 2.1408562e-02
 4.6752032e-02 6.6693341e-05 3.4013605e-03 4.8085898e-02]"
554,2008\38_main_body.txt,0,"[3.2241213e-01 1.5880553e-02 3.8567055e-02 5.2759311e-05 5.2759311e-05
 1.6624460e-01 1.6355386e-03 5.7560407e-02 2.1636593e-01 6.3838768e-03
 8.0774508e-02 5.2759311e-05 7.2860613e-02 2.1156482e-02]"
555,2008\39_main_body.txt,0,"[3.3637935e-01 8.5487187e-02 1.7356979e-02 5.4071592e-05 9.2462422e-03
 2.3688763e-01 1.4112685e-02 4.6014924e-02 1.8822321e-01 5.4071592e-05
 6.0019465e-03 4.9205148e-03 3.0874876e-02 2.4386287e-02]"
556,2008\3_main_body.txt,13,"[4.8938044e-05 2.1092296e-02 8.8577857e-03 5.3831848e-04 4.8938044e-05
 3.4114709e-01 5.0455123e-02 1.5170793e-03 8.6669281e-02 4.8938044e-05
 4.8938044e-05 4.8938044e-05 1.2772829e-02 4.7670546e-01]"
557,2008\40_main_body.txt,0,"[4.8519206e-01 2.1228124e-03 1.0924718e-02 2.9564045e-02 4.1938494e-03
 2.5421973e-02 5.1775914e-05 1.3513514e-02 5.1775914e-05 1.6050533e-03
 8.6517558e-02 2.6405714e-03 1.5227297e-01 1.8592730e-01]"
558,2008\42_main_body.txt,8,"[5.0059165e-04 4.0092837e-02 1.0057341e-02 2.3209248e-03 4.5508332e-05
 1.8571950e-01 4.5508332e-05 1.6478567e-01 2.9812506e-01 4.5508332e-05
 7.7409670e-02 1.6428506e-02 7.3268414e-03 1.9709659e-01]"
559,2008\43_main_body.txt,2,"[4.02780958e-02 1.95931960e-02 3.44231188e-01 4.07952163e-03
 1.20661908e-03 1.84440352e-02 5.74580554e-05 1.80475757e-01
 1.62089169e-01 1.33360147e-01 1.44219715e-02 5.74580554e-05
 7.52700539e-03 7.41783530e-02]"
560,2008\44_main_body.txt,9,"[1.3881177e-04 7.0794001e-03 2.1946141e-01 1.3881177e-04 1.4019989e-02
 4.3031648e-03 1.3881177e-04 1.3881177e-04 2.1252082e-01 4.7348693e-01
 1.9572459e-02 4.3031648e-03 4.4558574e-02 1.3881177e-04]"
561,2008\45_main_body.txt,9,"[1.1927481e-04 1.6817749e-02 2.7325860e-01 1.3239504e-02 2.7552480e-02
 1.5625000e-02 1.1927481e-04 1.1927481e-04 2.9234254e-01 3.3170325e-01
 1.3120229e-03 1.1927481e-04 2.7552480e-02 1.1927481e-04]"
562,2008\46_main_body.txt,9,"[5.23176714e-05 4.19064537e-02 4.34759855e-02 2.93502137e-02
 1.20382965e-01 1.33985564e-01 5.23176714e-05 1.60144404e-01
 3.19137797e-03 3.52150232e-01 5.23176714e-05 1.15151197e-01
 5.23176714e-05 5.23176714e-05]"
563,2008\47_main_body.txt,9,"[5.3067288e-05 1.4911909e-02 1.6137762e-01 1.3850562e-02 1.4545745e-01
 3.1362768e-02 5.3067288e-05 3.2371045e-03 5.3067288e-05 5.5195284e-01
 2.4464019e-02 3.2424111e-02 1.4381235e-02 6.4211423e-03]"
564,2008\48_main_body.txt,12,"[4.2855921e-05 1.5042427e-02 1.9756578e-02 4.7141514e-04 4.2855921e-05
 2.4089311e-01 2.1899374e-02 4.2855921e-05 1.9328019e-02 2.3532185e-01
 1.5218137e-01 4.2855921e-05 2.9489157e-01 4.2855921e-05]"
565,2008\49_main_body.txt,9,"[1.7593244e-04 1.7593244e-04 3.4148487e-01 1.7593244e-04 4.0640391e-02
 1.3212526e-01 1.7593244e-04 3.8881067e-02 1.7593244e-04 4.2945108e-01
 7.2132298e-03 1.7593244e-04 8.9725535e-03 1.7593244e-04]"
566,2008\4_main_body.txt,3,"[4.1355971e-02 6.3668694e-03 5.7359182e-05 3.5511068e-01 5.7359182e-05
 2.3236205e-01 5.7359182e-05 5.2196858e-03 2.4268670e-01 5.7359182e-05
 5.0533440e-02 5.7359182e-05 5.7359182e-05 6.6020422e-02]"
567,2008\50_main_body.txt,9,"[4.5261160e-05 1.8557075e-03 4.1232914e-02 4.5261160e-05 4.5261160e-05
 7.8347072e-02 4.5261160e-05 3.0822849e-02 2.9560062e-01 4.6578258e-01
 4.0327691e-02 4.5261160e-05 2.7201956e-02 1.8602336e-02]"
568,2008\51_main_body.txt,9,"[5.9998449e-02 3.8934748e-05 2.5735866e-02 1.1762188e-01 3.8934748e-05
 9.2314288e-02 8.6045796e-03 3.8934748e-05 1.4799097e-01 4.8166174e-01
 1.9116960e-02 3.1537146e-03 1.4055443e-02 2.9629342e-02]"
569,2008\52_main_body.txt,2,"[0.0005767  0.0005767  0.37543252 0.0005767  0.04671281 0.00634371
 0.01787774 0.00634371 0.05824683 0.37543252 0.09284891 0.0005767
 0.01787774 0.0005767 ]"
570,2008\5_main_body.txt,0,"[3.5654491e-01 6.7351595e-02 2.1689497e-02 2.5380516e-01 1.2683916e-04
 2.1689497e-02 1.3952309e-03 7.7371891e-03 5.4667678e-02 1.2683916e-04
 1.2683916e-04 1.2683916e-04 7.4961945e-02 1.3964991e-01]"
571,2008\7_main_body.txt,8,"[4.0299834e-05 4.0743131e-02 6.2102046e-02 4.4329817e-04 4.0299834e-05
 8.7490939e-02 4.4329817e-04 4.0299834e-05 4.0545660e-01 1.0115258e-02
 4.0299834e-05 4.0299834e-05 4.0299834e-05 3.9296365e-01]"
572,2008\8_main_body.txt,13,"[6.6748727e-03 2.3243705e-02 5.7328161e-02 4.7339523e-05 1.4675251e-03
 1.7046961e-01 4.7339523e-05 4.7339523e-05 1.4632647e-01 4.4546489e-02
 2.5137285e-02 4.7339523e-05 4.7339523e-05 5.2456921e-01]"
573,2008\9_main_body.txt,13,"[4.5632933e-05 3.2901343e-02 1.9667793e-02 1.3735512e-02 4.5632933e-05
 2.4737610e-01 4.7503881e-02 9.1722189e-03 2.6836726e-01 4.5632933e-05
 3.3814002e-02 5.9779142e-03 2.5143744e-02 2.9620335e-01]"
574,2009\0_main_body.txt,1,"[7.0353170e-05 5.9174049e-01 4.0171660e-02 2.1809482e-03 7.0353170e-05
 3.3839874e-02 7.0353170e-05 7.0353170e-05 2.9907134e-01 7.0353170e-05
 2.1809482e-03 2.1809482e-03 1.4140988e-02 1.4140988e-02]"
575,2009\10_main_body.txt,13,"[5.1695617e-05 1.3492556e-02 3.8823407e-02 4.7043012e-03 5.1695617e-05
 2.9518196e-02 8.8399509e-03 9.3569066e-03 4.4153225e-01 5.1695617e-05
 5.1695617e-05 1.0390819e-02 5.1695617e-05 4.4308311e-01]"
576,2009\11_main_body.txt,8,"[5.6580287e-05 3.2873146e-02 3.6267962e-02 7.9778209e-03 1.1881860e-03
 7.5308368e-02 1.0806835e-02 5.6580287e-05 6.6204590e-01 5.6580287e-05
 5.6580287e-05 5.6580287e-05 6.2238314e-04 1.7262645e-01]"
577,2009\12_main_body.txt,8,"[5.9403588e-05 1.5504337e-02 2.9761197e-02 5.9403588e-05 5.9403588e-05
 1.2474753e-03 2.7450398e-01 5.9403588e-05 4.0222168e-01 5.9403588e-05
 5.9403588e-05 5.9403588e-05 1.1346085e-02 2.6499942e-01]"
578,2009\13_main_body.txt,8,"[5.2521011e-04 1.2461804e-02 2.1533614e-02 4.7746373e-05 3.8674565e-03
 5.9253249e-02 4.7746373e-05 4.8271582e-02 5.0950152e-01 1.9576012e-03
 4.7746373e-05 7.6871663e-03 5.7773115e-03 3.2902026e-01]"
579,2009\14_main_body.txt,8,"[3.0630363e-02 9.9191085e-02 4.9373582e-02 3.1123605e-02 4.9324259e-05
 1.0412351e-01 4.9324259e-05 2.4711452e-02 6.2498766e-01 4.9324259e-05
 4.9324259e-05 3.0087796e-03 3.1616848e-02 1.0358094e-03]"
580,2009\15_main_body.txt,8,"[3.87469982e-03 8.90089497e-02 6.49967268e-02 5.45732364e-05
 3.77101041e-02 6.33595288e-02 5.45732364e-05 5.73564693e-02
 3.76609892e-01 5.45732364e-05 5.45732364e-05 5.45732364e-05
 1.85057849e-01 1.21752895e-01]"
581,2009\16_main_body.txt,8,"[1.1754000e-03 1.2402367e-01 4.9328890e-02 2.8475014e-02 3.7916132e-05
 3.7916132e-05 3.7916132e-05 1.6535226e-01 5.3730947e-01 1.8616820e-02
 4.1707745e-04 3.7916132e-05 5.9945405e-02 1.5204368e-02]"
582,2009\17_main_body.txt,8,"[2.4385580e-03 1.9173760e-02 3.7343409e-02 5.7855984e-03 1.0041121e-03
 1.9321987e-01 4.7814865e-05 1.5401168e-01 4.1460267e-01 8.6544901e-03
 2.2520799e-02 4.7814865e-05 1.4110166e-01 4.7814865e-05]"
583,2009\18_main_body.txt,1,"[4.9097192e-02 3.5003343e-01 2.9034773e-02 1.8446276e-02 5.5728935e-05
 2.4526304e-01 5.5728935e-05 4.1852430e-02 2.4582033e-01 5.5728935e-05
 1.7331699e-02 5.5728935e-05 2.8421755e-03 5.5728935e-05]"
584,2009\19_main_body.txt,1,"[5.05970456e-05 4.40244883e-01 1.67020842e-01 1.06253789e-03
 5.05970456e-05 1.47237405e-02 5.05970456e-05 5.05970456e-05
 2.54047751e-01 6.22849613e-02 5.05970456e-05 5.05970456e-05
 5.57073466e-02 4.60433122e-03]"
585,2009\1_main_body.txt,8,"[5.3407392e-05 5.5597093e-02 3.0495619e-02 1.0900449e-01 5.3941468e-03
 9.1380052e-02 5.3407392e-05 9.2982270e-02 3.4773549e-01 2.1581927e-01
 5.3407392e-05 5.3407392e-05 5.1324502e-02 5.3407392e-05]"
586,2009\20_main_body.txt,3,"[1.01331784e-03 1.53976083e-01 4.39104438e-03 3.63877624e-01
 1.01331784e-03 8.69040787e-02 4.82532378e-05 1.02827646e-01
 1.68934584e-01 1.49585027e-03 1.11464979e-02 2.61049997e-02
 7.82184973e-02 4.82532378e-05]"
587,2009\21_main_body.txt,3,"[2.08787937e-02 4.71632592e-02 2.38543935e-02 4.11178321e-01
 5.45526680e-04 1.43870264e-01 6.49672700e-03 1.02707796e-01
 8.97639338e-03 6.00079354e-03 4.95933346e-05 6.99266046e-03
 1.96439207e-01 2.48462595e-02]"
588,2009\22_main_body.txt,1,"[2.4021856e-01 3.0160549e-01 9.3159743e-02 2.2328654e-02 4.7895303e-03
 6.7458175e-05 6.7458175e-05 7.4878577e-03 2.7057475e-01 6.7458175e-05
 1.3559094e-02 3.4403668e-03 4.2566106e-02 6.7458175e-05]"
589,2009\23_main_body.txt,7,"[2.5619677e-01 4.2646497e-02 8.9614848e-03 6.3556632e-05 5.7264522e-02
 1.8882674e-01 6.3556632e-05 3.0195755e-01 1.2774883e-02 1.9130545e-02
 9.2220671e-02 3.8769543e-03 1.3346891e-03 1.4681581e-02]"
590,2009\25_main_body.txt,1,"[4.3796774e-02 2.6989564e-01 2.2509751e-01 6.4878255e-02 1.0593444e-02
 4.0634550e-02 1.6338147e-03 2.3985454e-01 7.4312217e-03 1.5336777e-02
 5.2703701e-05 6.9041848e-03 5.8553807e-02 1.5336777e-02]"
591,2009\26_main_body.txt,7,"[2.93182377e-02 1.03090815e-01 7.25642294e-02 6.35970500e-05
 3.24344938e-03 3.44060026e-02 6.35970500e-05 3.63838702e-01
 1.87038928e-01 7.69524323e-03 7.51081109e-02 6.99567550e-04
 1.22805901e-01 6.35970500e-05]"
592,2009\27_main_body.txt,0,"[4.1049591e-01 1.8008378e-01 5.2139945e-02 6.2273553e-04 7.4162139e-03
 9.1768570e-02 1.1888586e-03 1.1888586e-03 2.0952219e-01 5.6612320e-05
 1.1888586e-03 5.6612320e-05 3.8552988e-02 5.7178442e-03]"
593,2009\28_main_body.txt,7,"[6.7248601e-03 5.0369646e-02 5.1705711e-02 4.0126480e-02 4.4535496e-05
 6.3730299e-02 1.0733055e-02 3.8483122e-01 9.9804051e-02 2.7656542e-02
 1.9332859e-01 1.3806004e-03 6.9519915e-02 4.4535496e-05]"
594,2009\29_main_body.txt,6,"[6.1980907e-05 2.6713770e-02 5.5224989e-02 1.7422834e-01 7.1340024e-02
 1.0666915e-01 3.3785793e-01 6.1980907e-05 1.8036446e-02 1.5067559e-01
 1.9214081e-03 1.3077972e-02 3.8490143e-02 5.6402627e-03]"
595,2009\2_main_body.txt,3,"[4.86050376e-05 2.09487714e-02 2.09487714e-02 2.84874111e-01
 1.02119185e-01 2.62953248e-02 1.46301165e-02 2.30436489e-01
 4.86050376e-05 4.57373410e-02 1.02070579e-03 1.87178001e-01
 6.12909533e-02 4.42305859e-03]"
596,2009\30_main_body.txt,6,"[1.1399037e-02 2.1311244e-02 1.7353441e-01 2.4851315e-02 6.8748228e-02
 8.1492491e-02 2.9389691e-01 4.6799771e-02 1.4733787e-01 9.2112720e-02
 1.7063156e-02 7.0801470e-05 7.7881617e-04 2.0603228e-02]"
597,2009\31_main_body.txt,12,"[7.4005099e-03 4.9009999e-05 2.4995098e-03 3.2885708e-02 4.9009999e-05
 2.5637129e-01 4.9009999e-05 3.0435208e-02 2.4754950e-01 1.0292099e-03
 4.9009999e-05 4.9009999e-05 2.7891588e-01 1.4266810e-01]"
598,2009\32_main_body.txt,9,"[5.9632167e-02 6.6153705e-03 2.8155205e-01 1.1307123e-02 2.4444029e-02
 9.8526792e-04 5.6770202e-03 3.0074131e-02 2.6320729e-02 3.4676740e-01
 6.2916398e-02 4.6917521e-05 6.4323924e-02 7.9337530e-02]"
599,2009\33_main_body.txt,8,"[8.8592642e-04 9.3233213e-03 1.9448195e-02 4.2186974e-05 4.2186974e-05
 5.8682084e-02 3.4049106e-01 3.0416807e-02 4.8772359e-01 1.5229497e-02
 9.7451909e-03 4.2186974e-05 2.5734054e-03 2.5354370e-02]"
600,2009\34_main_body.txt,5,"[5.8809692e-05 8.8802632e-03 1.5349329e-02 8.6509056e-02 3.0639848e-02
 4.6053869e-01 1.2350035e-03 1.3473301e-01 2.0642200e-02 4.2401787e-02
 1.6413786e-01 1.2408845e-02 5.8809692e-05 2.2406491e-02]"
601,2009\35_main_body.txt,9,"[1.3653740e-04 3.4270890e-02 1.3653740e-04 8.2058981e-02 1.2424905e-02
 6.1578367e-02 1.3653740e-04 2.5819224e-01 1.3653740e-04 3.4421080e-01
 1.5019116e-03 1.3653740e-04 1.7217366e-01 3.2905515e-02]"
602,2009\36_main_body.txt,5,"[2.0391777e-02 4.0194817e-02 1.0495611e-01 2.8420037e-02 4.6082210e-02
 3.1208518e-01 5.8873906e-04 2.0397131e-01 1.9856561e-02 5.3521730e-05
 5.7321772e-02 5.5716120e-02 1.0174481e-01 8.6169988e-03]"
603,2009\37_main_body.txt,5,"[0.00253933 0.01050588 0.02743477 0.13448517 0.01349333 0.19771957
 0.02245568 0.15639316 0.13548099 0.00502888 0.16884087 0.01249751
 0.00154352 0.11158136]"
604,2009\38_main_body.txt,3,"[3.8582437e-02 1.5975462e-01 1.6781585e-02 1.9220239e-01 5.0699655e-05
 1.5265666e-01 1.4454472e-01 4.2131413e-02 1.7547151e-01 1.5716893e-03
 2.4386533e-02 5.0699655e-05 5.1764347e-02 5.0699655e-05]"
605,2009\39_main_body.txt,0,"[3.3877656e-01 1.8144115e-03 3.3782613e-02 2.1686539e-02 2.8598581e-02
 8.7350957e-02 2.3414550e-02 2.1090375e-01 8.6400556e-05 9.5040607e-04
 2.6784169e-03 2.6870571e-02 2.1176776e-01 1.1318472e-02]"
606,2009\3_main_body.txt,8,"[5.3867701e-05 1.2987503e-01 3.2374486e-02 6.5179919e-03 5.3867701e-05
 2.3707175e-01 5.9254473e-04 3.0219778e-02 4.2507002e-01 5.3867701e-05
 8.5164838e-02 5.3867701e-05 5.2844211e-02 5.3867701e-05]"
607,2009\40_main_body.txt,3,"[7.0501977e-05 7.5507611e-02 7.0501977e-05 3.4059504e-01 9.9407788e-03
 3.0252397e-01 9.9407788e-03 1.1921884e-01 1.2760857e-02 7.0501977e-05
 1.0441343e-01 4.3006204e-03 6.4156796e-03 1.4170897e-02]"
608,2009\41_main_body.txt,12,"[2.55444851e-02 6.42956467e-03 1.21640402e-03 1.04900375e-01
 5.79240041e-05 1.66299820e-01 5.79240041e-05 4.11839634e-02
 7.00880447e-03 7.24629238e-02 1.88890174e-01 1.21640402e-03
 3.69613051e-01 1.51181649e-02]"
609,2009\42_main_body.txt,8,"[6.2273553e-04 2.8928895e-02 1.2511322e-02 5.6612320e-05 6.2273553e-04
 1.1441350e-01 3.8445425e-01 5.6612320e-05 3.9634281e-01 3.9685234e-02
 6.2839673e-03 5.6612320e-05 1.1888586e-03 1.4775815e-02]"
610,2009\43_main_body.txt,2,"[3.0864195e-03 8.9653144e-03 4.2048794e-01 1.7783657e-02 3.1907701e-01
 9.4209284e-02 1.6166960e-03 1.9253381e-02 1.4697236e-04 1.1478541e-01
 1.4697236e-04 1.4697236e-04 1.4697236e-04 1.4697236e-04]"
611,2009\4_main_body.txt,8,"[1.2338093e-02 1.1775552e-01 4.7272388e-05 1.5651888e-01 3.7865181e-02
 4.1174248e-02 4.7272388e-05 1.6644607e-01 2.5909993e-01 6.6654067e-03
 4.7272388e-05 6.1926828e-03 1.9575495e-01 4.7272388e-05]"
612,2009\5_main_body.txt,8,"[1.5330549e-02 2.2669858e-01 8.4088825e-02 1.4418866e-01 5.0932056e-05
 1.4724457e-01 5.0932056e-05 5.0932056e-05 3.4995416e-01 2.0882143e-03
 5.0932056e-05 5.0932056e-05 3.0100845e-02 5.0932056e-05]"
613,2009\6_main_body.txt,3,"[4.9741346e-05 5.4267805e-02 4.4319537e-02 4.0842617e-01 4.9741346e-05
 1.2241345e-01 4.9741346e-05 2.9203141e-01 3.4868680e-02 2.5417827e-02
 1.6961798e-02 4.9741346e-05 4.9741346e-05 1.0445681e-03]"
614,2009\7_main_body.txt,9,"[8.9792060e-03 6.8840586e-02 9.2470072e-02 1.4760555e-01 5.2509979e-05
 1.1027094e-03 6.3537075e-03 5.2509979e-05 2.3681998e-02 6.0654271e-01
 5.2509979e-05 1.1604705e-02 3.1558495e-02 1.1027094e-03]"
615,2009\8_main_body.txt,13,"[6.4147022e-03 4.6809986e-03 2.2018028e-02 9.6567273e-02 5.2588996e-03
 1.3528664e-01 5.7790105e-05 1.4222145e-01 1.9307674e-01 6.4204805e-02
 2.8374940e-02 5.7790105e-05 9.4255663e-02 2.0752427e-01]"
616,2009\9_main_body.txt,13,"[1.0135853e-02 5.3067288e-05 1.7565271e-02 5.3067288e-05 5.3067288e-05
 1.9852473e-01 3.2954786e-02 3.9853532e-02 2.1073021e-01 2.1279981e-02
 2.1757588e-03 5.3067288e-05 5.8374018e-04 4.6598384e-01]"
617,2010\10_main_body.txt,0,"[4.91596669e-01 1.03749186e-01 5.20361997e-02 1.23141564e-01
 3.23206215e-04 3.23206215e-04 3.23206215e-04 3.55526851e-03
 1.87782809e-01 3.58758904e-02 3.23206215e-04 3.23206215e-04
 3.23206215e-04 3.23206215e-04]"
618,2010\11_main_body.txt,8,"[5.01655450e-05 6.32587522e-02 3.01494915e-02 2.96478365e-02
 1.55513186e-03 1.50045156e-01 5.51821024e-04 5.01655450e-05
 5.06220520e-01 2.66379043e-02 1.00832749e-02 5.01655450e-05
 7.17868954e-02 1.09912716e-01]"
619,2010\12_main_body.txt,7,"[3.17823542e-05 3.49923745e-02 1.02021359e-02 1.87865496e-01
 3.17823542e-05 1.20804735e-01 2.76824310e-02 3.29614788e-01
 1.78966433e-01 9.85253020e-04 8.74332637e-02 3.84566514e-03
 1.75120775e-02 3.17823542e-05]"
620,2010\13_main_body.txt,7,"[3.1519164e-03 1.2794908e-03 1.3450256e-02 1.4514418e-01 3.4327802e-04
 2.0162901e-01 5.3364127e-03 3.7389216e-01 2.0162901e-01 1.9036325e-03
 2.1876171e-02 1.5010610e-02 7.2088381e-03 8.1450511e-03]"
621,2010\14_main_body.txt,12,"[4.7191206e-02 1.4576064e-01 4.7191206e-02 5.1552683e-02 1.8318213e-03
 7.3360078e-02 8.7229586e-05 8.7229586e-05 2.4171320e-01 4.8935797e-02
 2.1894626e-02 2.7041170e-03 2.8271109e-01 3.4979064e-02]"
622,2010\15_main_body.txt,7,"[2.8966039e-02 6.7197084e-02 2.9999312e-02 4.8253775e-02 9.6783089e-03
 1.3918166e-01 3.4442379e-05 3.7132329e-01 2.7247366e-01 1.0677137e-03
 3.4442379e-05 3.4442379e-05 2.8966039e-02 2.7898329e-03]"
623,2010\16_main_body.txt,8,"[5.2312068e-03 1.0145957e-01 2.4606043e-02 6.5293200e-02 7.1041076e-04
 1.8283390e-01 6.4582797e-05 2.3314388e-02 5.0897700e-01 1.8793594e-02
 1.1689486e-02 6.4582797e-05 5.6897439e-02 6.4582797e-05]"
624,2010\17_main_body.txt,1,"[3.7021581e-02 6.6358650e-01 3.2252293e-02 5.2521758e-02 4.2327410e-03
 6.4444974e-02 1.2519375e-03 3.5233099e-02 5.9616072e-05 5.9616072e-05
 6.5577682e-04 5.9616072e-05 1.0498390e-01 3.6365804e-03]"
625,2010\18_main_body.txt,0,"[4.1092005e-01 1.1028251e-01 3.2143065e-01 1.7868632e-02 3.2461837e-03
 5.0622918e-02 2.9244899e-05 6.1706733e-03 3.2169389e-04 8.2178162e-03
 2.1962918e-02 2.9244899e-05 4.8868224e-02 2.9244899e-05]"
626,2010\19_main_body.txt,0,"[5.36872208e-01 7.73822218e-02 1.18351355e-01 3.53182186e-05
 3.88500397e-04 4.70085517e-02 3.53182186e-05 3.56714008e-03
 9.21805482e-03 1.13371471e-02 3.53182186e-05 1.09486468e-03
 3.64130810e-02 1.58260942e-01]"
627,2010\1_main_body.txt,5,"[4.74743683e-05 9.96961608e-04 1.94644893e-03 4.74743683e-05
 7.64337322e-03 3.41388166e-01 4.74743683e-05 4.74743683e-05
 1.19160665e-02 1.38672620e-01 2.14631617e-01 6.21914212e-03
 5.22218063e-04 2.75873542e-01]"
628,2010\20_main_body.txt,1,"[2.6326630e-01 3.8056836e-01 1.9934367e-02 1.0822511e-03 2.8278176e-03
 1.3409440e-01 3.4911325e-05 9.2549928e-02 8.4171213e-02 3.4911325e-05
 3.4911325e-05 3.4911325e-05 3.4911325e-05 2.1330820e-02]"
629,2010\21_main_body.txt,1,"[2.2674756e-01 3.7243861e-01 5.3080950e-02 3.6331930e-05 3.6331930e-05
 1.2538148e-01 3.6331930e-05 3.6331930e-05 1.8823572e-01 3.6331930e-05
 3.6331930e-05 3.6331930e-05 1.4205784e-02 1.9655574e-02]"
